check_key,field_key,answer_option,test_bundle,trigger_type,trigger_key,priority_weight,merge_group,max_occurrences,explanation_template,mechanism,test_focus,priority_rationale,created_at,updated_at
preventive_screening_germany,age,21,,age,age|21|,5,context,1,"At age 21, German statutory health insurance covers the Chlamydia as a routine preventive measure.",Preventive screening interval,Chlamydia,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,21,,age,age|21|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,22,,age,age|22|,5,context,1,"Your body is excellent at renewal, but sometimes small changes happen unnoticed. This routine cell-check ensures any shifts are caught early when they are incredibly easy to manage.",Preventive screening interval,Pap Smear,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,22,,age,age|22|,5,context,1,A gentle physical check to ensure everything is functioning as it should. It’s the best way to detect any structural changes or infections before they cause discomfort.,Preventive screening interval,Genital Exam,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,22,,age,age|22|,5,context,1,"At age 22, German statutory health insurance covers the Chlamydia as a routine preventive measure.",Preventive screening interval,Chlamydia,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,22,,age,age|22|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,23,,age,age|23|,5,context,1,"Your body is excellent at renewal, but sometimes small changes happen unnoticed. This routine cell-check ensures any shifts are caught early when they are incredibly easy to manage.",Preventive screening interval,Pap Smear,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,23,,age,age|23|,5,context,1,A gentle physical check to ensure everything is functioning as it should. It’s the best way to detect any structural changes or infections before they cause discomfort.,Preventive screening interval,Genital Exam,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,23,,age,age|23|,5,context,1,"At age 23, German statutory health insurance covers the Chlamydia as a routine preventive measure.",Preventive screening interval,Chlamydia,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,23,,age,age|23|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,24,,age,age|24|,5,context,1,"Your body is excellent at renewal, but sometimes small changes happen unnoticed. This routine cell-check ensures any shifts are caught early when they are incredibly easy to manage.",Preventive screening interval,Pap Smear,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,24,,age,age|24|,5,context,1,A gentle physical check to ensure everything is functioning as it should. It’s the best way to detect any structural changes or infections before they cause discomfort.,Preventive screening interval,Genital Exam,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,24,,age,age|24|,5,context,1,"At age 24, German statutory health insurance covers the Chlamydia as a routine preventive measure.",Preventive screening interval,Chlamydia,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,24,,age,age|24|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,25,,age,age|25|,5,context,1,"Your body is excellent at renewal, but sometimes small changes happen unnoticed. This routine cell-check ensures any shifts are caught early when they are incredibly easy to manage.",Preventive screening interval,Pap Smear,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,25,,age,age|25|,5,context,1,A gentle physical check to ensure everything is functioning as it should. It’s the best way to detect any structural changes or infections before they cause discomfort.,Preventive screening interval,Genital Exam,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,25,,age,age|25|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,family_history,BRCA1/2 Mutation,,family_history,family_history|BRCA1/2 Mutation|,9,driver,1,"Due to your family history of BRCA1/2 Mutation, guidelines recommend intensified or earlier screening with Annual Breast MRI/US (High Risk).",Risk-adjusted screening protocol,Annual Breast MRI/US (High Risk),Family history significantly increases risk,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,26,,age,age|26|,5,context,1,"Your body is excellent at renewal, but sometimes small changes happen unnoticed. This routine cell-check ensures any shifts are caught early when they are incredibly easy to manage.",Preventive screening interval,Pap Smear,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,26,,age,age|26|,5,context,1,A gentle physical check to ensure everything is functioning as it should. It’s the best way to detect any structural changes or infections before they cause discomfort.,Preventive screening interval,Genital Exam,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,26,,age,age|26|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,27,,age,age|27|,5,context,1,"Your body is excellent at renewal, but sometimes small changes happen unnoticed. This routine cell-check ensures any shifts are caught early when they are incredibly easy to manage.",Preventive screening interval,Pap Smear,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,27,,age,age|27|,5,context,1,A gentle physical check to ensure everything is functioning as it should. It’s the best way to detect any structural changes or infections before they cause discomfort.,Preventive screening interval,Genital Exam,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,27,,age,age|27|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,28,,age,age|28|,5,context,1,"Your body is excellent at renewal, but sometimes small changes happen unnoticed. This routine cell-check ensures any shifts are caught early when they are incredibly easy to manage.",Preventive screening interval,Pap Smear,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,28,,age,age|28|,5,context,1,A gentle physical check to ensure everything is functioning as it should. It’s the best way to detect any structural changes or infections before they cause discomfort.,Preventive screening interval,Genital Exam,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,28,,age,age|28|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,29,,age,age|29|,5,context,1,"Your body is excellent at renewal, but sometimes small changes happen unnoticed. This routine cell-check ensures any shifts are caught early when they are incredibly easy to manage.",Preventive screening interval,Pap Smear,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,29,,age,age|29|,5,context,1,A gentle physical check to ensure everything is functioning as it should. It’s the best way to detect any structural changes or infections before they cause discomfort.,Preventive screening interval,Genital Exam,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,29,,age,age|29|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,30,,age,age|30|,5,context,1,"At age 30, German statutory health insurance covers the Pap as a routine preventive measure.",Preventive screening interval,Pap,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,30,,age,age|30|,5,context,1,"Starting at 30, your doctor helps you stay familiar with your body. Feeling for changes is a simple, proactive way to ensure your breast health is monitored between scans.",Preventive screening interval,Breast Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,30,,age,age|30|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,family_history,1st-deg relative Breast Cancer,,family_history,family_history|1st-deg relative Breast Cancer|,9,driver,1,"Due to your family history of 1st-deg relative Breast Cancer, guidelines recommend intensified or earlier screening with Breast Ultrasound.",Risk-adjusted screening protocol,Breast Ultrasound,Family history significantly increases risk,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,31,,age,age|31|,5,context,1,"At age 31, German statutory health insurance covers the Pap as a routine preventive measure.",Preventive screening interval,Pap,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,31,,age,age|31|,5,context,1,"Starting at 30, your doctor helps you stay familiar with your body. Feeling for changes is a simple, proactive way to ensure your breast health is monitored between scans.",Preventive screening interval,Breast Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,31,,age,age|31|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,32,,age,age|32|,5,context,1,"At age 32, German statutory health insurance covers the Pap as a routine preventive measure.",Preventive screening interval,Pap,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,32,,age,age|32|,5,context,1,"Starting at 30, your doctor helps you stay familiar with your body. Feeling for changes is a simple, proactive way to ensure your breast health is monitored between scans.",Preventive screening interval,Breast Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,32,,age,age|32|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,33,,age,age|33|,5,context,1,"At age 33, German statutory health insurance covers the Pap as a routine preventive measure.",Preventive screening interval,Pap,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,33,,age,age|33|,5,context,1,"Starting at 30, your doctor helps you stay familiar with your body. Feeling for changes is a simple, proactive way to ensure your breast health is monitored between scans.",Preventive screening interval,Breast Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,33,,age,age|33|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,34,,age,age|34|,5,context,1,"At age 34, German statutory health insurance covers the Pap as a routine preventive measure.",Preventive screening interval,Pap,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,34,,age,age|34|,5,context,1,"Starting at 30, your doctor helps you stay familiar with your body. Feeling for changes is a simple, proactive way to ensure your breast health is monitored between scans.",Preventive screening interval,Breast Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,34,,age,age|34|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,35,,age,age|35|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,35,,age,age|35|,5,context,1,"From age 35, we add an HPV test to your routine Pap smear. It’s the highest level of protection available, giving you dual-layered certainty about your cervical health.",Preventive screening interval,HPV+Pap,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,35,,age,age|35|,5,context,1,This is your regular 'health baseline' check. It’s a moment for you and your doctor to look at the big picture—like blood pressure and heart health—to keep you feeling your best as you age.,Preventive screening interval,Physical,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,35,,age,age|35|,5,context,1,"At age 35, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,family_history,Melanoma history,,family_history,family_history|Melanoma history|,9,driver,1,"Due to your family history of Melanoma history, guidelines recommend intensified or earlier screening with Annual Skin Check.",Risk-adjusted screening protocol,Annual Skin Check,Family history significantly increases risk,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,36,,age,age|36|,5,context,1,"Starting at 30, your doctor helps you stay familiar with your body. Feeling for changes is a simple, proactive way to ensure your breast health is monitored between scans.",Preventive screening interval,Breast Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,36,,age,age|36|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,37,,age,age|37|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,37,,age,age|37|,5,context,1,"At age 37, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,37,,age,age|37|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,38,,age,age|38|,5,context,1,"From age 35, we add an HPV test to your routine Pap smear. It’s the highest level of protection available, giving you dual-layered certainty about your cervical health.",Preventive screening interval,HPV+Pap,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,38,,age,age|38|,5,context,1,"At age 38, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,38,,age,age|38|,5,context,1,This is your regular 'health baseline' check. It’s a moment for you and your doctor to look at the big picture—like blood pressure and heart health—to keep you feeling your best as you age.,Preventive screening interval,Physical,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,38,,age,age|38|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,39,,age,age|39|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,39,,age,age|39|,5,context,1,"At age 39, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,39,,age,age|39|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,40,,age,age|40|,5,context,1,"Starting at 30, your doctor helps you stay familiar with your body. Feeling for changes is a simple, proactive way to ensure your breast health is monitored between scans.",Preventive screening interval,Breast Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,40,,age,age|40|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,family_history,1st-deg relative Colon Cancer,,family_history,family_history|1st-deg relative Colon Cancer|,9,driver,1,"Due to your family history of 1st-deg relative Colon Cancer, guidelines recommend intensified or earlier screening with Start Colonoscopy 10y prior.",Risk-adjusted screening protocol,Start Colonoscopy 10y prior,Family history significantly increases risk,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,41,,age,age|41|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,41,,age,age|41|,5,context,1,"From age 35, we add an HPV test to your routine Pap smear. It’s the highest level of protection available, giving you dual-layered certainty about your cervical health.",Preventive screening interval,HPV+Pap,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,41,,age,age|41|,5,context,1,"At age 41, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,41,,age,age|41|,5,context,1,This is your regular 'health baseline' check. It’s a moment for you and your doctor to look at the big picture—like blood pressure and heart health—to keep you feeling your best as you age.,Preventive screening interval,Physical,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,42,,age,age|42|,5,context,1,"Starting at 30, your doctor helps you stay familiar with your body. Feeling for changes is a simple, proactive way to ensure your breast health is monitored between scans.",Preventive screening interval,Breast Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,42,,age,age|42|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,43,,age,age|43|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,43,,age,age|43|,5,context,1,"At age 43, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,43,,age,age|43|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,44,,age,age|44|,5,context,1,"From age 35, we add an HPV test to your routine Pap smear. It’s the highest level of protection available, giving you dual-layered certainty about your cervical health.",Preventive screening interval,HPV+Pap,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,44,,age,age|44|,5,context,1,"At age 44, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,44,,age,age|44|,5,context,1,This is your regular 'health baseline' check. It’s a moment for you and your doctor to look at the big picture—like blood pressure and heart health—to keep you feeling your best as you age.,Preventive screening interval,Physical,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,44,,age,age|44|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,45,,age,age|45|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,45,,age,age|45|,5,context,1,"At age 45, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,45,,age,age|45|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,46,,age,age|46|,5,context,1,"Starting at 30, your doctor helps you stay familiar with your body. Feeling for changes is a simple, proactive way to ensure your breast health is monitored between scans.",Preventive screening interval,Breast Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,46,,age,age|46|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,47,,age,age|47|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,47,,age,age|47|,5,context,1,"From age 35, we add an HPV test to your routine Pap smear. It’s the highest level of protection available, giving you dual-layered certainty about your cervical health.",Preventive screening interval,HPV+Pap,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,47,,age,age|47|,5,context,1,"At age 47, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,47,,age,age|47|,5,context,1,This is your regular 'health baseline' check. It’s a moment for you and your doctor to look at the big picture—like blood pressure and heart health—to keep you feeling your best as you age.,Preventive screening interval,Physical,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,48,,age,age|48|,5,context,1,"Starting at 30, your doctor helps you stay familiar with your body. Feeling for changes is a simple, proactive way to ensure your breast health is monitored between scans.",Preventive screening interval,Breast Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,48,,age,age|48|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,49,,age,age|49|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,49,,age,age|49|,5,context,1,"At age 49, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,49,,age,age|49|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,50,,age,age|50|,5,context,1,"As tissue changes with age, X-rays are the most reliable way to see 'under the surface.' Every two years, this routine scan catches tiny hidden spots long before they can be felt.",Preventive screening interval,Mammography,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,50,,age,age|50|,5,context,1,"A simple, non-invasive check for your colon health. It looks for tiny invisible signs of blood, which is the best early warning system starting at age 50.",Preventive screening interval,Stool Test,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,50,,age,age|50|,5,context,1,"From age 35, we add an HPV test to your routine Pap smear. It’s the highest level of protection available, giving you dual-layered certainty about your cervical health.",Preventive screening interval,HPV+Pap,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,50,,age,age|50|,5,context,1,"At age 50, German statutory health insurance covers the Phys. as a routine preventive measure.",Preventive screening interval,Phys.,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,family_history,Colon Polyps history,,family_history,family_history|Colon Polyps history|,9,driver,1,"Due to your family history of Colon Polyps history, guidelines recommend intensified or earlier screening with Yearly Colonoscopy.",Risk-adjusted screening protocol,Yearly Colonoscopy,Family history significantly increases risk,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,51,,age,age|51|,5,context,1,"A simple, non-invasive check for your colon health. It looks for tiny invisible signs of blood, which is the best early warning system starting at age 50.",Preventive screening interval,Stool Test,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,51,,age,age|51|,5,context,1,"At age 51, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,51,,age,age|51|,5,context,1,"Our skin 'remembers' every sunlit day. This head-to-toe check-up gives you the confidence that your beauty marks and moles are healthy, especially if you have a family history of light skin.",Preventive screening interval,Skin Check,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,52,,age,age|52|,5,context,1,"As tissue changes with age, X-rays are the most reliable way to see 'under the surface.' Every two years, this routine scan catches tiny hidden spots long before they can be felt.",Preventive screening interval,Mammography,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,52,,age,age|52|,5,context,1,"A simple, non-invasive check for your colon health. It looks for tiny invisible signs of blood, which is the best early warning system starting at age 50.",Preventive screening interval,Stool Test,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,52,,age,age|52|,5,context,1,"At age 52, German statutory health insurance covers the Palpation as a routine preventive measure.",Preventive screening interval,Palpation,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
